Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
822,20,RM,65,6138,Pave,Grvl,IR2,HLS,AllPub,CulDSac,Sev,Port Tammyton,PosN,Norm,TwnhsE,1.5Fin,4,6,2014,2016,Mansard,Metal,MetalSd,BrkFace,Stone,484,Ex,Ex,Slab,Fa,TA,Mn,LwQ,1146,Unf,698,798,2505,GasW,Gd,Y,FuseA,1182,356,120,975,2,0,3,0,2,1,Fa,4,Min1,1,TA,2Types,2003,RFn,2,320,No,No,N,92,425,51,143,125,344,Ex,GdPrv,nan,3709,1,2009,WD,AdjLand
823,20,RM,43,7089,Pave,nan,IR2,Low,AllPub,CulDSac,Sev,Morrisside,Feedr,Norm,Twnhs,1.5Fin,8,2,1947,2020,Hip,CompShg,CemntBd,CemntBd,CBlock,438,Ex,Ex,PConc,TA,Ex,Gd,Rec,527,Rec,1097,44,1624,GasA,TA,Y,FuseP,1736,873,101,3952,2,0,0,1,2,1,Gd,7,Maj2,0,No,No,2012,Fin,2,738,No,Gd,N,193,105,179,156,129,338,Gd,GdPrv,Othr,2420,5,2014,New,Abnorml
824,40,RM,70,14378,Grvl,Grvl,Reg,Low,AllPub,CulDSac,Sev,Lake Erin,Feedr,Norm,1Fam,2Story,1,8,1988,1904,Gable,Tar&Grv,VinylSd,CemntBd,CBlock,418,TA,TA,BrkTil,Gd,Gd,Gd,LwQ,440,No,46,134,2735,GasA,TA,Y,FuseF,1804,1272,23,2613,0,0,2,1,3,1,Gd,5,Maj1,1,Fa,No,2005,Fin,3,924,TA,Ex,Y,382,433,349,93,29,425,nan,GdWo,Othr,3179,1,2008,WD,Family
825,120,RH,44,19016,Pave,Pave,IR1,Low,AllPub,CulDSac,Mod,Allenhaven,PosN,PosN,1Fam,SLvl,8,1,1950,1935,Gable,Tar&Grv,MetalSd,VinylSd,None,146,Gd,TA,PConc,Ex,TA,No,ALQ,73,LwQ,1329,823,783,GasA,TA,N,FuseA,553,1483,92,2402,0,0,3,1,3,1,TA,8,Maj2,2,Fa,2Types,1908,RFn,3,60,Gd,Fa,P,294,46,23,175,37,797,nan,MnWw,Othr,541,9,2017,New,Partial
826,60,RL,48,19646,Grvl,nan,Reg,Low,AllPub,Corner,Sev,Alvarezside,Artery,Artery,TwnhsE,SLvl,7,3,1914,1944,Mansard,CompShg,HdBoard,VinylSd,BrkFace,123,TA,TA,Slab,Gd,Ex,Av,No,352,Rec,615,428,2416,Grav,Fa,N,FuseA,448,53,0,3249,2,1,2,1,3,1,Gd,6,Maj2,2,Ex,No,2006,Unf,0,774,Gd,No,Y,60,146,484,125,157,771,Ex,GdPrv,nan,2971,7,2014,WD,Family
827,120,RL,47,16752,Grvl,nan,Reg,Lvl,AllPub,CulDSac,Mod,Dunnburgh,Norm,Norm,Twnhs,1.5Fin,8,7,1905,2004,Gable,Tar&Grv,HdBoard,MetalSd,Stone,160,Fa,Gd,CBlock,TA,Gd,No,Unf,1250,Unf,844,1246,1927,Wall,TA,Y,FuseP,1098,172,47,3124,1,0,1,1,4,1,TA,6,Sal,0,Fa,CarPort,1953,Unf,0,336,No,Fa,Y,368,162,243,195,164,685,Fa,GdPrv,Shed,2436,11,2007,COD,AdjLand
828,20,RL,56,10724,Grvl,nan,Reg,Low,AllPub,Corner,Sev,Hernandezville,PosN,Feedr,Duplex,1.5Fin,1,7,1920,1982,Hip,Tar&Grv,VinylSd,MetalSd,BrkFace,118,Ex,Gd,PConc,Ex,No,Gd,ALQ,56,Rec,1425,1120,725,GasA,Ex,N,FuseP,848,1278,135,3505,2,1,0,0,4,1,TA,3,Mod,0,Fa,BuiltIn,1946,Unf,0,250,TA,Fa,N,400,423,343,198,116,695,nan,nan,Gar2,1387,10,2009,COD,Normal
829,120,FV,84,15962,Grvl,Grvl,IR3,HLS,AllPub,CulDSac,Sev,North Roberto,Artery,Artery,1Fam,SLvl,3,6,1991,1920,Flat,CompShg,HdBoard,CemntBd,CBlock,389,Fa,TA,PConc,Gd,Fa,Av,LwQ,897,ALQ,705,787,565,Wall,TA,Y,FuseP,1355,815,23,3197,1,0,2,1,4,1,Gd,6,Min2,1,Fa,Basment,1963,RFn,1,680,No,No,P,421,208,145,157,69,296,Ex,GdWo,Othr,789,12,2010,WD,Family
830,40,RH,97,10389,Grvl,Grvl,Reg,Lvl,AllPub,Corner,Mod,Phillipsstad,Norm,Feedr,Duplex,2Story,8,4,2017,1924,Flat,Metal,HdBoard,CemntBd,CBlock,496,Fa,Fa,Slab,Ex,Fa,Av,ALQ,1282,No,1216,865,2702,GasW,Gd,N,FuseP,1417,753,86,2725,2,0,2,1,3,1,TA,6,Maj2,1,Fa,Detchd,1906,RFn,2,7,No,Fa,N,139,307,411,187,133,415,TA,MnPrv,Gar2,2874,10,2008,COD,Family
831,160,RH,66,11155,Pave,Grvl,IR3,HLS,AllPub,CulDSac,Mod,East Stevenview,Norm,PosN,1Fam,1.5Fin,9,9,1953,1951,Flat,CompShg,VinylSd,HdBoard,None,409,Gd,Gd,PConc,Fa,Ex,Mn,BLQ,366,Rec,730,1084,665,GasW,Gd,N,FuseF,1720,293,107,639,2,1,1,0,3,1,Ex,7,Typ,0,Gd,Attchd,1957,Fin,3,604,Fa,Ex,Y,349,465,107,45,23,219,Fa,MnWw,Othr,4007,2,2011,WD,Abnorml
832,40,RH,20,18771,Pave,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Wilsonfort,PosN,Feedr,1Fam,1Story,5,6,1954,2014,Gable,Tar&Grv,BrkFace,HdBoard,Stone,257,Ex,Fa,PConc,Gd,TA,No,Unf,617,No,800,400,2917,Wall,TA,Y,FuseA,1900,735,138,1202,2,0,3,0,4,1,Ex,3,Sev,0,Ex,Detchd,1949,Unf,0,735,No,Gd,P,398,291,50,48,4,407,TA,GdWo,Gar2,2249,7,2016,New,Alloca
833,40,RL,71,17132,Pave,Grvl,IR1,Bnk,AllPub,CulDSac,Sev,North Davidchester,Artery,Norm,TwnhsE,1.5Fin,9,3,1908,2015,Gable,Metal,BrkFace,HdBoard,BrkFace,354,TA,TA,BrkTil,Gd,TA,Gd,Rec,1468,LwQ,141,471,27,Grav,Ex,Y,FuseA,1037,712,32,2552,0,1,3,0,4,1,TA,7,Maj2,1,TA,Detchd,1994,Fin,0,158,Ex,Ex,Y,300,26,163,128,62,135,nan,MnPrv,Shed,2594,8,2018,ConLw,Partial
834,30,RL,95,17686,Pave,Grvl,IR2,HLS,AllPub,Corner,Sev,Herreraton,Feedr,Norm,Duplex,1.5Fin,5,2,1966,1973,Hip,CompShg,CemntBd,CemntBd,CBlock,14,Fa,Gd,Slab,TA,Ex,Mn,Rec,631,BLQ,853,343,531,GasA,Fa,Y,FuseA,662,1017,178,838,1,1,2,1,4,1,Gd,8,Min2,1,Gd,CarPort,1950,Unf,3,260,TA,No,P,438,243,461,115,107,374,nan,MnWw,Gar2,2958,3,2011,COD,Family
835,120,RL,88,5592,Grvl,nan,IR2,Bnk,AllPub,Inside,Gtl,New Amber,Norm,Artery,TwnhsE,1Story,4,9,1943,2013,Hip,CompShg,VinylSd,CemntBd,CBlock,287,Gd,TA,Slab,Ex,No,Gd,GLQ,493,Unf,754,1424,45,GasA,Fa,Y,FuseA,1864,1107,49,3294,2,1,0,1,3,1,Gd,4,Mod,0,No,Attchd,1979,Unf,1,162,Ex,TA,Y,244,475,470,75,147,411,TA,nan,nan,1723,8,2019,New,Alloca
836,30,RH,73,18246,Pave,Pave,IR2,Low,AllPub,Corner,Mod,New Lauren,Norm,PosN,Twnhs,1.5Fin,9,6,2003,2006,Hip,CompShg,MetalSd,CemntBd,BrkFace,368,TA,Fa,BrkTil,No,Fa,Mn,BLQ,1024,Unf,465,293,439,GasA,Gd,Y,FuseF,1599,1386,38,441,1,0,3,1,2,1,Ex,7,Sev,0,Fa,Attchd,1935,Fin,1,698,Fa,Fa,Y,321,199,219,50,169,785,Gd,MnPrv,Shed,3853,11,2015,Con,Partial
837,60,RH,43,9376,Grvl,Pave,IR2,Low,AllPub,CulDSac,Gtl,North Samuel,Feedr,Norm,TwnhsE,1Story,9,2,2020,1906,Mansard,Tar&Grv,VinylSd,CemntBd,BrkFace,165,Fa,TA,PConc,No,TA,Gd,LwQ,582,ALQ,811,71,793,GasA,Fa,Y,FuseP,1242,1187,15,2863,0,0,3,0,3,1,Fa,6,Min1,1,TA,CarPort,1996,RFn,0,227,Fa,No,Y,379,260,300,132,171,253,Ex,MnPrv,Gar2,3231,11,2012,WD,Normal
838,30,RM,52,15498,Grvl,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,East Joseburgh,Feedr,Norm,Duplex,2Story,5,1,1948,2021,Mansard,CompShg,HdBoard,CemntBd,None,210,Gd,Ex,PConc,Fa,Gd,No,No,434,No,1182,62,189,GasA,Gd,Y,FuseF,659,799,131,1745,2,1,2,1,3,1,Ex,7,Maj1,1,TA,Detchd,2011,RFn,0,77,Fa,TA,N,9,26,30,58,155,790,Fa,MnWw,Othr,536,11,2012,ConLw,AdjLand
839,60,RH,24,15467,Grvl,Grvl,IR3,Bnk,AllPub,Inside,Mod,South Davidmouth,Feedr,Feedr,2FmCon,1.5Fin,2,7,1951,1984,Gable,Metal,MetalSd,BrkFace,CBlock,217,Ex,Gd,BrkTil,No,Gd,Av,Unf,906,Unf,391,620,2679,GasA,TA,Y,FuseF,1670,1370,176,2882,0,1,3,0,1,1,Gd,5,Typ,1,Ex,Attchd,1928,RFn,2,470,No,Gd,P,1,455,66,172,13,307,Ex,MnPrv,Othr,4430,2,2010,WD,Abnorml
840,160,RH,48,11371,Pave,nan,Reg,Lvl,AllPub,Inside,Sev,Greeneport,Feedr,Feedr,TwnhsE,1Story,8,8,1988,1952,Hip,Tar&Grv,CemntBd,BrkFace,CBlock,137,TA,Ex,CBlock,No,Ex,Gd,Rec,111,LwQ,164,1006,1896,Wall,TA,N,FuseA,417,1266,93,938,0,1,0,1,1,1,Ex,11,Mod,2,No,2Types,1992,Unf,3,849,Gd,TA,Y,122,134,128,7,137,225,TA,MnPrv,Shed,753,8,2009,COD,Normal
841,40,FV,94,7402,Pave,Grvl,IR3,Bnk,AllPub,Inside,Mod,Port Daniel,Norm,PosN,TwnhsE,2Story,4,2,1988,2011,Flat,CompShg,MetalSd,CemntBd,CBlock,199,TA,TA,PConc,Fa,Ex,No,ALQ,576,BLQ,694,480,680,Grav,Fa,Y,FuseA,1330,1267,68,3170,2,0,3,0,4,1,Fa,3,Maj1,0,Gd,Detchd,1983,RFn,1,901,Gd,Fa,P,1,431,238,66,109,485,Fa,MnWw,Othr,2111,2,2016,Con,AdjLand
842,40,RM,47,15793,Grvl,Grvl,IR1,Lvl,AllPub,Corner,Sev,East William,PosN,Norm,TwnhsE,1Story,1,3,1937,1978,Hip,Metal,HdBoard,HdBoard,None,11,TA,TA,PConc,No,TA,No,BLQ,312,BLQ,1378,762,938,Grav,TA,Y,FuseF,1306,231,169,3893,0,1,0,0,3,1,TA,10,Min2,1,Fa,2Types,1924,Fin,0,500,No,Gd,P,346,30,306,74,21,656,Fa,MnPrv,Gar2,3519,8,2006,COD,Abnorml
843,20,RL,55,7830,Grvl,Pave,Reg,HLS,AllPub,Inside,Mod,Port Teresa,Feedr,Feedr,TwnhsE,SLvl,2,9,1986,1912,Mansard,Metal,CemntBd,CemntBd,CBlock,236,Ex,Gd,Slab,No,Gd,Mn,ALQ,730,No,1223,1008,919,GasA,Ex,Y,FuseP,1680,457,131,3848,0,0,1,0,1,1,TA,3,Sal,0,Ex,BuiltIn,1971,Unf,0,586,Gd,TA,P,420,72,433,159,98,630,TA,GdWo,Gar2,1332,11,2008,ConLw,Abnorml
844,120,RH,28,18400,Grvl,Grvl,Reg,Low,AllPub,CulDSac,Mod,New Annaville,Artery,Artery,2FmCon,1Story,7,9,1997,1989,Hip,Tar&Grv,HdBoard,VinylSd,Stone,288,Fa,Fa,BrkTil,Ex,TA,Mn,ALQ,1194,LwQ,602,740,211,Grav,TA,N,FuseF,1843,1319,164,1365,0,0,1,0,3,1,Fa,9,Min1,0,Fa,CarPort,1959,Unf,0,442,TA,Ex,Y,397,31,327,28,141,629,Ex,MnWw,nan,3783,8,2007,Con,AdjLand
845,20,RH,82,17954,Grvl,Pave,IR3,Lvl,AllPub,Corner,Gtl,South Ravenbury,Norm,Norm,1Fam,SLvl,8,8,1910,1955,Flat,Metal,VinylSd,BrkFace,CBlock,359,Ex,Fa,PConc,Ex,Gd,Gd,No,519,BLQ,1015,52,760,GasA,Ex,N,FuseF,1676,1244,39,3100,2,1,0,0,1,1,Ex,8,Maj2,2,No,Basment,1976,RFn,0,729,No,No,N,202,112,460,69,91,397,Ex,MnPrv,Gar2,4657,3,2009,New,Alloca
846,20,RL,87,11216,Grvl,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Port Michelleberg,Feedr,PosN,1Fam,1.5Fin,3,5,2016,1962,Hip,Tar&Grv,MetalSd,MetalSd,Stone,416,Ex,Gd,BrkTil,No,Gd,Av,Unf,78,No,812,1156,2767,Grav,Fa,N,SBrkr,1247,1137,170,1625,2,1,3,0,3,1,Gd,9,Min2,2,Gd,Attchd,1986,Fin,1,348,Ex,Gd,N,76,239,317,19,158,373,Ex,MnPrv,Gar2,224,10,2012,New,Normal
847,20,FV,48,11456,Pave,nan,IR1,Bnk,AllPub,Corner,Mod,West William,PosN,PosN,TwnhsE,1.5Fin,3,8,1947,1954,Flat,CompShg,CemntBd,MetalSd,None,282,Gd,Gd,PConc,Ex,Gd,Mn,BLQ,1061,ALQ,1300,641,1601,Grav,Fa,N,FuseF,1653,534,93,1999,2,0,2,0,3,1,Gd,10,Mod,2,Gd,Attchd,2001,Unf,0,294,Ex,Gd,P,423,111,159,24,53,187,Gd,MnPrv,Gar2,706,3,2012,COD,AdjLand
848,160,FV,38,18082,Pave,nan,Reg,Low,AllPub,Inside,Sev,South Kristenview,Norm,Artery,2FmCon,1Story,5,6,1917,1949,Hip,CompShg,HdBoard,CemntBd,Stone,222,Gd,Gd,Slab,Ex,Fa,No,No,622,LwQ,924,397,2688,GasW,Ex,Y,SBrkr,1629,589,164,3162,1,1,1,0,3,1,Fa,11,Min1,1,No,Attchd,2016,RFn,3,195,Gd,No,P,332,193,426,55,199,767,Fa,MnPrv,Gar2,3862,12,2011,ConLw,AdjLand
849,40,RM,71,6866,Grvl,Pave,IR3,Bnk,AllPub,CulDSac,Gtl,East Garyfort,Feedr,Artery,1Fam,2Story,9,9,1967,1969,Gable,Metal,VinylSd,BrkFace,CBlock,103,Fa,Fa,PConc,Gd,Gd,Gd,ALQ,113,ALQ,1124,154,2859,GasA,Fa,N,FuseA,1339,89,94,2336,2,0,2,0,3,1,Fa,5,Maj2,0,Ex,CarPort,1901,RFn,3,204,TA,Gd,P,106,197,315,16,168,686,TA,nan,Othr,2216,12,2006,WD,Partial
850,20,RL,51,14172,Grvl,Pave,IR3,Bnk,AllPub,Corner,Gtl,South Matthewland,Feedr,Feedr,Twnhs,1Story,7,1,1934,1949,Gable,CompShg,VinylSd,BrkFace,BrkFace,180,TA,Gd,PConc,TA,TA,Av,LwQ,1003,Rec,1449,697,2049,Wall,Ex,Y,FuseA,480,937,77,1574,2,1,3,0,3,1,Ex,11,Mod,0,Ex,Basment,1911,Fin,0,863,No,TA,P,198,363,340,39,60,185,Ex,MnPrv,Othr,4557,8,2011,COD,Partial
851,60,RL,45,17626,Pave,Grvl,IR2,Lvl,AllPub,Inside,Sev,New Jeremytown,Norm,PosN,1Fam,1Story,3,2,1978,1912,Gable,Metal,CemntBd,HdBoard,CBlock,287,Ex,TA,CBlock,No,Fa,Gd,Unf,1360,Rec,201,1260,2466,GasW,TA,N,FuseA,1783,831,28,3554,1,1,2,0,4,1,Ex,11,Min2,1,No,2Types,1923,RFn,0,394,No,TA,P,172,313,278,102,184,646,nan,MnWw,Shed,3996,7,2006,WD,Family
852,60,RM,83,5705,Grvl,Grvl,IR1,Lvl,AllPub,Corner,Sev,Lake Sarahside,Feedr,Artery,TwnhsE,1Story,6,4,1941,1964,Gable,Metal,BrkFace,BrkFace,Stone,349,Fa,Fa,BrkTil,TA,Gd,Gd,LwQ,188,ALQ,867,643,1769,GasA,TA,Y,FuseP,1199,1096,139,2929,2,0,0,0,4,1,Ex,5,Typ,1,Ex,Attchd,1937,Unf,0,800,No,No,Y,377,217,432,144,21,36,TA,MnPrv,Gar2,1497,2,2010,Con,AdjLand
853,160,FV,26,8356,Grvl,Grvl,IR3,HLS,AllPub,Corner,Sev,West Nicole,Feedr,Feedr,2FmCon,2Story,4,3,1914,1992,Flat,CompShg,BrkFace,CemntBd,Stone,202,Ex,Fa,Slab,Ex,Fa,Av,Rec,1117,LwQ,180,798,1381,Grav,Ex,Y,FuseP,1443,478,167,3569,0,1,0,1,2,1,Fa,6,Maj2,0,TA,Detchd,1977,Fin,3,82,Fa,Gd,P,73,236,271,136,15,702,TA,nan,nan,836,4,2018,COD,Family
854,40,FV,32,11455,Grvl,nan,IR2,HLS,AllPub,CulDSac,Gtl,East Aprilport,Norm,Feedr,Twnhs,SLvl,2,9,1945,1992,Mansard,Metal,HdBoard,MetalSd,BrkFace,139,TA,Fa,Slab,TA,TA,Mn,ALQ,148,No,842,443,1389,Grav,Gd,N,FuseP,488,748,59,1584,0,1,1,1,2,1,Fa,7,Min2,2,Gd,Basment,1904,Fin,2,548,Ex,Ex,N,60,306,154,2,159,283,Ex,MnPrv,Gar2,571,3,2010,Con,Alloca
855,40,FV,72,14303,Grvl,Pave,IR2,Bnk,AllPub,CulDSac,Gtl,Contrerasville,PosN,Norm,2FmCon,1Story,5,4,1978,1907,Flat,CompShg,VinylSd,CemntBd,None,457,Gd,Ex,BrkTil,Ex,Fa,Av,No,1013,GLQ,1219,455,1789,GasW,Fa,N,FuseP,1112,492,172,557,1,0,1,0,4,1,Fa,6,Min2,0,Gd,Basment,1979,RFn,2,195,TA,Fa,Y,105,112,254,68,113,90,TA,MnWw,Othr,4368,4,2011,COD,Alloca
856,20,FV,71,14838,Grvl,Grvl,IR1,Bnk,AllPub,Corner,Mod,Hendersonshire,Norm,Artery,1Fam,SLvl,6,3,2015,1915,Gable,Tar&Grv,MetalSd,MetalSd,None,219,Gd,Fa,CBlock,TA,TA,No,Unf,1221,GLQ,631,488,1210,GasW,Gd,N,FuseF,1473,1077,87,1688,0,0,2,1,1,1,Fa,7,Sev,1,Ex,CarPort,1945,Unf,1,790,Ex,No,P,80,253,182,158,99,125,Ex,MnPrv,Shed,1332,7,2011,Con,Partial
857,160,RM,90,17945,Pave,Pave,IR3,Low,AllPub,Corner,Mod,North Shannonstad,Artery,Feedr,2FmCon,1.5Fin,9,4,1974,1919,Mansard,CompShg,BrkFace,HdBoard,None,257,Gd,Fa,BrkTil,No,No,Gd,Rec,1270,GLQ,1184,1208,2897,Wall,Fa,N,SBrkr,1670,912,94,2043,2,1,1,0,3,1,TA,4,Sev,0,Fa,Basment,1947,RFn,2,401,Gd,Gd,N,114,154,392,76,190,749,Gd,MnWw,Othr,1968,10,2009,Con,Normal
858,20,RL,89,15846,Grvl,Grvl,IR1,Low,AllPub,Inside,Mod,North Michaelstad,PosN,Artery,Duplex,1.5Fin,9,9,1939,1913,Gable,Tar&Grv,HdBoard,BrkFace,BrkFace,302,Gd,Fa,BrkTil,Gd,Gd,Mn,LwQ,841,Rec,1259,188,773,Wall,Gd,N,FuseP,1468,459,41,1835,1,0,2,1,4,1,Gd,8,Maj1,1,Ex,Detchd,1902,RFn,2,639,TA,No,P,54,131,10,52,159,40,Fa,MnPrv,Othr,794,8,2011,Con,Family
859,160,FV,65,6558,Grvl,nan,IR1,HLS,AllPub,CulDSac,Gtl,Lake Allison,Norm,PosN,2FmCon,2Story,4,4,1915,1965,Flat,Tar&Grv,MetalSd,MetalSd,None,202,Fa,Ex,PConc,Ex,No,Gd,No,1257,No,1387,1242,1775,GasA,Gd,Y,SBrkr,1592,1406,180,3951,0,0,2,0,3,1,Fa,6,Mod,2,TA,BuiltIn,1981,Fin,3,2,Fa,Ex,P,127,23,297,163,183,296,nan,GdWo,Gar2,3675,6,2017,ConLw,Alloca
860,30,RL,43,9645,Pave,Pave,IR1,Low,AllPub,Inside,Mod,East Douglasmouth,Norm,Norm,Duplex,1Story,6,2,1975,1929,Gable,CompShg,VinylSd,HdBoard,Stone,185,Gd,TA,Slab,Ex,Fa,Gd,LwQ,1299,BLQ,913,920,2980,Wall,Gd,N,FuseF,1960,36,188,3528,2,1,3,0,3,1,Ex,6,Typ,0,No,No,1999,RFn,3,420,No,No,N,64,362,239,118,116,496,TA,nan,Othr,2541,9,2009,New,Abnorml
861,30,RM,62,17994,Pave,Pave,IR2,HLS,AllPub,CulDSac,Mod,Port Christinaburgh,PosN,Feedr,TwnhsE,1Story,4,5,1976,2020,Mansard,CompShg,MetalSd,VinylSd,None,123,TA,TA,Slab,TA,Gd,No,ALQ,1140,Unf,1079,649,2114,GasW,Gd,Y,FuseP,1809,350,185,401,2,1,0,0,3,1,TA,7,Min1,0,TA,CarPort,1942,RFn,0,466,TA,Gd,Y,362,404,370,61,144,477,Gd,nan,nan,3147,8,2009,WD,Partial
862,40,FV,66,18769,Grvl,Grvl,IR1,Lvl,AllPub,CulDSac,Mod,Lake Christineberg,PosN,Feedr,1Fam,2Story,9,7,1975,1993,Flat,CompShg,HdBoard,CemntBd,None,127,Fa,Gd,Slab,No,Ex,No,No,749,No,844,50,335,GasW,TA,Y,FuseA,1383,157,28,2482,1,0,0,0,4,1,TA,10,Sal,2,TA,CarPort,1960,Fin,2,822,Ex,No,Y,487,215,436,154,175,599,TA,MnWw,Gar2,3844,6,2008,COD,Alloca
863,30,RM,57,13425,Pave,nan,IR3,HLS,AllPub,Inside,Sev,Port Andrewfurt,PosN,Norm,2FmCon,2Story,2,1,1918,1912,Hip,Metal,VinylSd,VinylSd,Stone,326,Fa,TA,Slab,Gd,Gd,Mn,LwQ,1338,GLQ,904,919,1917,GasA,Ex,Y,FuseP,1392,1433,116,1717,1,0,1,0,3,1,Fa,5,Sal,2,Gd,Basment,1958,Fin,1,646,Ex,Fa,P,273,401,397,138,158,330,nan,GdWo,nan,1921,12,2012,New,Normal
864,120,FV,37,7188,Pave,nan,IR3,Bnk,AllPub,Corner,Gtl,Kimberlyfort,PosN,Norm,2FmCon,2Story,4,8,1943,1910,Flat,CompShg,HdBoard,MetalSd,CBlock,236,Ex,Fa,CBlock,Fa,TA,No,GLQ,1378,ALQ,1308,209,1722,Wall,Fa,N,FuseP,588,608,140,1779,0,1,0,1,4,1,Ex,3,Sev,0,No,Detchd,2003,Fin,1,881,Fa,No,P,173,465,160,182,88,185,nan,MnWw,Shed,2878,8,2019,Con,AdjLand
865,20,FV,28,18351,Pave,Pave,Reg,Low,AllPub,Corner,Mod,Davidton,Norm,Norm,TwnhsE,SLvl,2,8,2008,2020,Hip,Metal,HdBoard,HdBoard,BrkFace,324,Gd,TA,Slab,Ex,TA,No,ALQ,405,BLQ,1396,1300,1417,GasW,TA,N,FuseA,409,97,91,1221,2,0,1,1,3,1,Fa,9,Maj1,0,Fa,2Types,2016,RFn,0,91,Ex,Gd,N,328,263,489,111,197,6,TA,GdPrv,Shed,2702,11,2008,Con,Family
866,60,RL,93,11648,Pave,nan,IR1,Bnk,AllPub,Corner,Gtl,North Stephen,Artery,PosN,1Fam,1.5Fin,2,6,1980,1980,Mansard,Tar&Grv,VinylSd,MetalSd,CBlock,101,Ex,Gd,BrkTil,No,No,Mn,ALQ,779,ALQ,58,240,576,Grav,Gd,Y,FuseA,1564,859,193,3815,0,1,2,0,4,1,Fa,10,Sev,1,TA,Basment,1961,RFn,1,363,Ex,Ex,N,357,381,462,61,56,407,nan,GdWo,nan,4243,1,2016,COD,Partial
867,30,RL,44,15232,Grvl,nan,IR2,Lvl,AllPub,Corner,Gtl,New Jennifer,Norm,Norm,2FmCon,1Story,7,5,1960,1920,Mansard,Metal,BrkFace,HdBoard,CBlock,122,Gd,TA,BrkTil,Gd,No,No,GLQ,709,GLQ,1382,450,660,GasA,TA,Y,FuseF,1606,1439,87,3522,1,1,0,1,4,1,Fa,4,Min1,1,Ex,BuiltIn,1978,Unf,0,989,Fa,Gd,P,443,371,305,99,105,517,Gd,nan,nan,3237,2,2010,Con,Family
868,120,RM,65,11682,Pave,nan,Reg,Bnk,AllPub,Corner,Sev,Kelliland,Artery,Norm,2FmCon,1.5Fin,4,8,1931,1963,Mansard,Metal,VinylSd,MetalSd,None,409,Ex,TA,Slab,Gd,Fa,Gd,Rec,1150,GLQ,1321,1163,282,GasW,Gd,N,FuseF,1448,1204,168,1836,2,0,0,1,4,1,Gd,5,Sev,2,No,CarPort,1975,Fin,2,748,Ex,No,P,3,310,496,166,168,229,Gd,GdPrv,Gar2,2178,2,2017,Con,Abnorml
869,60,RM,43,15657,Pave,Grvl,IR2,Lvl,AllPub,Inside,Sev,Williamsshire,PosN,PosN,Twnhs,2Story,6,6,1954,2020,Flat,Tar&Grv,BrkFace,MetalSd,CBlock,10,Ex,Fa,BrkTil,Gd,Fa,Gd,Unf,1169,GLQ,1196,644,814,GasA,Ex,N,FuseF,1544,1195,151,949,1,0,1,0,4,1,TA,4,Min2,0,Gd,No,1940,RFn,1,22,Fa,TA,N,280,167,157,177,103,725,TA,nan,nan,3028,12,2009,ConLw,Abnorml
870,120,RM,80,9451,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,Nortonbury,Artery,Artery,1Fam,1.5Fin,4,2,2009,1906,Mansard,Tar&Grv,CemntBd,MetalSd,CBlock,409,Fa,Gd,PConc,Fa,Ex,No,GLQ,1387,LwQ,18,751,1230,Wall,Fa,Y,SBrkr,1950,45,163,637,0,0,1,1,4,1,Gd,4,Sal,1,Ex,Detchd,1912,RFn,3,369,Fa,Gd,P,275,91,113,103,84,93,nan,MnPrv,Othr,626,7,2018,COD,Partial
871,30,FV,72,16123,Grvl,Pave,Reg,Bnk,AllPub,Corner,Sev,Jennaton,Feedr,Artery,Duplex,1.5Fin,9,6,1901,1914,Mansard,CompShg,BrkFace,MetalSd,None,207,Gd,Gd,CBlock,Gd,Gd,Mn,BLQ,279,BLQ,1441,791,16,GasW,Gd,Y,FuseF,1466,19,127,2606,2,1,1,1,4,1,Ex,10,Maj2,2,Gd,2Types,2002,Unf,2,791,Ex,No,Y,445,171,161,163,36,525,Fa,GdWo,Shed,1366,1,2011,COD,Family
